2025-08-02T18:52:33.701085,-0.3958,-0.7178,0.5513,18.13
2025-08-02T18:52:33.779953,-0.3911,-0.7144,0.5608,18.22
2025-08-02T18:52:33.853300,-0.3923,-0.7163,0.5747,18.18
2025-08-02T18:52:33.935269,-0.3884,-0.7139,0.5540,18.08
2025-08-02T18:52:34.012043,-0.3894,-0.7153,0.5549,18.18
2025-08-02T18:52:34.085546,-0.3955,-0.7314,0.5737,18.22
2025-08-02T18:52:34.157175,-0.3875,-0.7124,0.5598,18.18
2025-08-02T18:52:34.236511,-0.3923,-0.7122,0.5527,18.13
2025-08-02T18:52:34.307367,-0.3884,-0.7153,0.5503,18.22
2025-08-02T18:52:34.378320,-0.3833,-0.7048,0.5774,18.27
2025-08-02T18:52:34.447293,-0.3906,-0.7058,0.5505,18.13
2025-08-02T18:52:34.519429,-0.3979,-0.7180,0.5608,18.18
2025-08-02T18:52:34.590016,-0.3997,-0.7178,0.5608,18.22
2025-08-02T18:52:34.663239,-0.4062,-0.7163,0.5620,18.22
2025-08-02T18:52:34.732743,-0.3899,-0.7034,0.5544,18.04
2025-08-02T18:52:34.807198,-0.3865,-0.7129,0.5608,18.18
2025-08-02T18:52:34.878744,-0.4050,-0.7185,0.5505,18.08
2025-08-02T18:52:34.952934,-0.3923,-0.7166,0.5757,18.13
2025-08-02T18:52:35.023567,-0.3921,-0.7190,0.5498,18.13
2025-08-02T18:52:35.095627,-0.3933,-0.7170,0.5479,18.18
2025-08-02T18:52:35.170048,-0.3774,-0.7163,0.5571,18.18
2025-08-02T18:52:35.240985,-0.3958,-0.7151,0.5610,18.22
