2025-08-02T19:57:56.434810,-0.3896,-0.6350,0.6755,18.27
2025-08-02T19:57:56.501272,-0.3916,-0.6379,0.6487,18.37
2025-08-02T19:57:56.567866,-0.3875,-0.6355,0.6477,18.32
2025-08-02T19:57:56.634431,-0.3784,-0.6458,0.6411,18.32
2025-08-02T19:57:56.700928,-0.3870,-0.6348,0.6528,19.17
2025-08-02T19:57:56.767386,-0.3857,-0.6370,0.6531,18.22
2025-08-02T19:57:56.833841,-0.3772,-0.6313,0.6709,18.37
2025-08-02T19:57:56.900319,-0.3848,-0.6382,0.6499,18.37
2025-08-02T19:57:56.966832,-0.3813,-0.6497,0.6670,18.37
2025-08-02T19:57:57.034774,-0.3789,-0.6338,0.6560,18.41
2025-08-02T19:57:57.101281,-0.3843,-0.6340,0.6624,18.32
2025-08-02T19:57:57.167879,-0.3875,-0.6296,0.6521,18.22
2025-08-02T19:57:57.234397,-0.3879,-0.6377,0.6602,18.32
2025-08-02T19:57:57.301146,-0.3826,-0.6287,0.6421,19.07
2025-08-02T19:57:57.367647,-0.3828,-0.6333,0.6560,18.41
2025-08-02T19:57:57.434705,-0.3821,-0.6309,0.6487,18.32
2025-08-02T19:57:57.501262,-0.3877,-0.6338,0.6624,18.32
2025-08-02T19:57:57.567727,-0.3823,-0.6292,0.6567,18.27
2025-08-02T19:57:57.634234,-0.3843,-0.6372,0.6716,18.27
2025-08-02T19:57:57.700711,-0.3887,-0.6348,0.6541,17.71
2025-08-02T19:57:57.767234,-0.3757,-0.6292,0.6628,18.37
2025-08-02T19:57:57.833746,-0.3799,-0.6326,0.6541,18.37
2025-08-02T19:57:57.900247,-0.3860,-0.6272,0.6521,18.41
2025-08-02T19:57:57.966817,-0.3843,-0.6335,0.6558,18.32
2025-08-02T19:57:58.034796,-0.3816,-0.6255,0.6558,18.41
2025-08-02T19:57:58.101252,-0.3835,-0.6331,0.6611,18.37
2025-08-02T19:57:58.167739,-0.3860,-0.6316,0.6440,18.27
2025-08-02T19:57:58.234282,-0.3809,-0.6370,0.6599,18.37
2025-08-02T19:57:58.300747,-0.3816,-0.6331,0.6643,18.27
2025-08-02T19:57:58.367180,-0.3892,-0.6318,0.6531,18.41
2025-08-02T19:57:58.434326,-0.3853,-0.6355,0.6482,18.37
2025-08-02T19:57:58.500932,-0.3809,-0.6331,0.6531,18.41
2025-08-02T19:57:58.567446,-0.3855,-0.6338,0.6538,18.32
2025-08-02T19:57:58.634015,-0.3855,-0.6345,0.6658,18.32
2025-08-02T19:57:58.700607,-0.3884,-0.6362,0.6492,19.02
2025-08-02T19:57:58.767174,-0.3818,-0.6304,0.6584,18.37
2025-08-02T19:57:58.833772,-0.3787,-0.6331,0.6665,18.37
2025-08-02T19:57:58.900259,-0.3850,-0.6353,0.6616,18.37
2025-08-02T19:57:58.966895,-0.3818,-0.6340,0.6650,18.32
2025-08-02T19:57:59.034928,0.3618,-0.5388,0.4863,18.41
2025-08-02T19:57:59.101848,-0.5344,-0.6187,0.6721,18.37
2025-08-02T19:57:59.170355,-0.3813,-0.6362,0.6516,18.37
2025-08-02T19:57:59.236982,-0.3848,-0.6323,0.6594,18.41
2025-08-02T19:57:59.303533,-0.3892,-0.6309,0.6626,18.41
2025-08-02T19:57:59.370153,-0.3782,-0.6296,0.6587,18.37
2025-08-02T19:57:59.436718,-0.3845,-0.6345,0.6606,18.27
2025-08-02T19:57:59.503482,-0.3887,-0.6367,0.6589,18.27
2025-08-02T19:57:59.570146,-0.3914,-0.6323,0.6809,18.32
2025-08-02T19:57:59.636828,-0.3813,-0.6301,0.6592,18.37
2025-08-02T19:57:59.703491,-0.3997,-0.6292,0.6670,19.12
2025-08-02T19:57:59.770201,-0.4241,-0.5974,0.6929,18.32
2025-08-02T19:57:59.836899,-0.3855,-0.6404,0.6697,18.32
2025-08-02T19:57:59.904067,-0.3792,-0.6384,0.6492,18.37
2025-08-02T19:57:59.970742,-0.3726,-0.6345,0.6602,18.32
2025-08-02T19:58:00.037498,-0.3877,-0.6323,0.6448,18.32
2025-08-02T19:58:00.104063,-0.3965,-0.6255,0.6528,18.32
2025-08-02T19:58:00.170706,-0.3828,-0.6365,0.6506,18.27
2025-08-02T19:58:00.237354,-0.3855,-0.6262,0.6667,18.41
2025-08-02T19:58:00.304058,-0.3894,-0.6333,0.6533,18.37
2025-08-02T19:58:00.370709,-0.3809,-0.6360,0.6589,18.32
2025-08-02T19:58:00.437347,-0.3811,-0.6311,0.6592,18.37
2025-08-02T19:58:00.503968,-0.3875,-0.6375,0.6558,18.41
2025-08-02T19:58:00.570689,-0.3906,-0.6335,0.6443,18.32
2025-08-02T19:58:00.673293,-0.3782,-0.6460,0.6550,18.32
2025-08-02T19:58:00.740056,-0.3838,-0.6311,0.6521,18.37
2025-08-02T19:58:00.806609,-0.3879,-0.6289,0.6636,18.27
2025-08-02T19:58:00.873268,-0.3860,-0.6475,0.6531,19.07
2025-08-02T19:58:00.939922,-0.3811,-0.6353,0.6594,18.37
2025-08-02T19:58:01.006508,-0.3850,-0.6270,0.6602,18.37
2025-08-02T19:58:01.073121,-0.3872,-0.6389,0.6658,18.41
