2025-08-02T19:34:51.702339,-0.3821,-0.5964,0.6934,18.04
2025-08-02T19:34:51.768806,-0.3784,-0.5974,0.6909,18.08
2025-08-02T19:34:51.835252,-0.3843,-0.6003,0.6943,17.89
2025-08-02T19:34:51.901675,-0.3826,-0.5972,0.6921,17.89
2025-08-02T19:34:51.968218,-0.3835,-0.5969,0.6934,17.99
2025-08-02T19:34:52.034728,-0.3799,-0.5955,0.6726,17.99
2025-08-02T19:34:52.101194,-0.3865,-0.5938,0.6946,18.04
2025-08-02T19:34:52.168021,-0.3833,-0.5984,0.7017,17.94
2025-08-02T19:34:52.234677,-0.3774,-0.6030,0.6848,17.99
2025-08-02T19:34:52.301085,-0.3833,-0.5945,0.6982,18.04
2025-08-02T19:34:52.367603,-0.3821,-0.5967,0.6853,18.04
2025-08-02T19:34:52.434925,-0.3818,-0.5964,0.6826,18.04
2025-08-02T19:34:52.501499,-0.3750,-0.5952,0.6914,18.04
2025-08-02T19:34:52.568041,-0.3826,-0.5981,0.6995,17.94
2025-08-02T19:34:52.634569,-0.3809,-0.5952,0.6953,17.94
2025-08-02T19:34:52.701045,-0.3799,-0.5977,0.6948,17.99
2025-08-02T19:34:52.767496,-0.3757,-0.5940,0.6978,18.04
2025-08-02T19:34:52.833941,-0.3801,-0.5986,0.6887,18.04
2025-08-02T19:34:52.900380,-0.3823,-0.5967,0.7021,17.99
2025-08-02T19:34:52.966922,-0.3806,-0.6025,0.7012,18.08
2025-08-02T19:34:53.033483,-0.3784,-0.5974,0.7087,17.89
2025-08-02T19:34:53.100005,-0.3765,-0.5955,0.6953,17.94
2025-08-02T19:34:53.166564,-0.3857,-0.6091,0.6970,17.94
2025-08-02T19:34:53.233157,-0.3811,-0.5918,0.7017,18.04
2025-08-02T19:34:53.299684,-0.3767,-0.6045,0.6741,17.94
2025-08-02T19:34:53.366245,-0.3809,-0.5935,0.6914,17.94
2025-08-02T19:34:53.433515,-0.3801,-0.5972,0.7009,17.94
2025-08-02T19:34:53.499932,-0.3804,-0.5974,0.6956,18.08
2025-08-02T19:34:53.566368,-0.3818,-0.5991,0.6899,18.04
2025-08-02T19:34:53.632896,-0.3765,-0.6035,0.6880,17.94
2025-08-02T19:34:53.699403,-0.3821,-0.6035,0.6870,18.04
2025-08-02T19:34:53.765920,-0.4417,-0.5994,0.6819,17.89
2025-08-02T19:34:53.832711,-0.3872,-0.6128,0.6772,17.99
2025-08-02T19:34:53.899353,-0.3760,-0.6116,0.6724,17.99
2025-08-02T19:34:53.965980,-0.3862,-0.6194,0.6646,18.04
2025-08-02T19:34:54.032542,-0.3809,-0.6221,0.6841,17.99
2025-08-02T19:34:54.099138,-0.3838,-0.6077,0.6960,18.08
2025-08-02T19:34:54.165861,-0.3823,-0.6011,0.6973,18.04
2025-08-02T19:34:54.232399,-0.3547,-0.3372,1.0330,18.04
2025-08-02T19:34:54.299024,-0.4124,-0.7957,0.9819,18.08
